Page Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8668,2021-02-07 15:49:08 EST,2021-02-07,15:49:08,Photo,22,5,2,8,0,6,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1943266805837864,"Thought you all might want to know. You are the expirement. Trust science, safe and effective 🤦‍♀️ ~~ Dr. Sherri TenPenny Just in case you don’t know, you’re apart of the study. https://clinicaltrials.gov/ct2/show/NCT04368728 https://clinicaltrials.gov/ct2/show/NCT04470427",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1943266652504546/?type=3,,"The Estimated Study Completion Date is January 31, 2023 for Pfizer The Estimated Study Completion Date is October 27, 2022 for Moderna",,,,,,22,-4.27
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8668,2021-02-04 14:11:21 EST,2021-02-04,14:11:21,Photo,22,11,2,3,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1940846792746532,"Random thought. We know with confirmation that smoking leads to disease progression and lung cancer, yet stores are still allowed to sell them, right? It is a conscious decision on the part of the buyer to risk their life by continuing to smoke. Yes, we have limited their space significantly but we still have smoking areas designated, why? Because it produces revenue. Period. Revenue trumps public health, however, it is still a choice. We have been locked up for almost a year, mandated to wear masks that haven’t been proven effective and castrated for thoughts other than what mainstream is dictating. Isn’t it time that if you live in fear, you should stay home or mask if you choose? If you are willing to risk going out in the general public, it should now be a choice.",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1940846612746550/?type=3,,,,,,,,22,-4.27
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15677,16208,2021-02-27 22:27:45 EST,2021-02-27,22:27:45,Link,22,19,0,1,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5125762067496776,,https://www.theepochtimes.com/south-dakota-gov-noem-covid-didnt-crush-the-economy-government-did_3714028.html,,,"South Dakota Gov. Noem: COVID Didn't Crush the Economy, Government Did",ORLANDO—South Dakota Gov. Kristi Noem (R) told the audience at an annual conservative conference on Feb. 27 that ...,,,,22,-1.27
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15721,16256,2021-02-18 22:19:46 EST,2021-02-18,22:19:46,Link,22,0,1,2,0,4,0,9,6,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5071412719598378,,https://www.nbcnews.com/health/health-news/pfizer-begin-covid-vaccine-clinical-trial-pregnant-women-n1258233,,,Pfizer to begin Covid vaccine clinical trial in pregnant women,"The drugmaker aims to enroll 4,000 expectant mothers.",,,,22,-1.27
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15757,16291,2021-02-13 22:25:22 EST,2021-02-13,22:25:22,Link,22,10,2,2,0,3,5,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5050603711679279,"""Clinical trials of both vaccines presently in use included breakthrough cases. In those cases, even though the participants got Covid, the vaccines reduced the severity of illness."" But the majority of people who get the virus have mild symptoms anyway, so who's to say that the vaccine ""reduced the severity of illness""? 🙄",https://www.nbcnews.com/news/us-news/four-people-oregon-who-received-both-doses-vaccine-test-positive-n1257886,,,Four people in Oregon who received both doses of vaccine test positive for coronavirus,"There are two cases each in Yamhill and Lane counties, the state's Health Authority said.",,,,22,-1.27
UK Medical Freedom Alliance,,105404128050400,MEDICAL_HEALTH,GB,"We are an alliance of UK medical professionals, scientists and lawyers who are campaigning for Medical Freedom, Informed Consent and Bodily Autonomy to be preserved and protected in this state of emergency.",2020-11-09 10:48:08,2312,2569,2021-02-04 04:13:58 EST,2021-02-04,04:13:58,Link,21,12,3,6,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/105404128050400/posts/165397935384352,"What price lockdowns? Interesting paper from August 2020 ""This suggests that the costs of continuing severe restrictions are so great relative to likely benefits in lives saved that a rapid easing in restrictions is now warranted. The lowest estimate for lockdown costs incurred was 40% higher than highest benefits from avoiding the worst mortality case scenario at full life expectancy tariff and in more realistic estimations they were over 5 times higher. Future scenarios showed in the best case a QALY value of £220k (7xNICE guideline) and in the worst‐case £3.7m (125xNICE guideline) was needed to justify the continuation of lockdown."" https://onlinelibrary.wiley.com/doi/full/10.1111/ijcp.13674:=:https://onlinelibrary.wiley.com/doi/full/10.1111/ijcp.13674?cookieSet=1",https://onlinelibrary.wiley.com/doi/full/10.1111/ijcp.13674,https://onlinelibrary.wiley.com/doi/full/10.1111/ijcp.13674?cookieSet=1,,"“Stay at Home, Protect the National Health Service, Save Lives”: A cost benefit analysis of the lockdown in the United Kingdom","Introduction The COVID‐19 pandemic has transformed lives across the world. In the UK, a public health driven policy of population “lockdown” has had enormous personal and economic impact. Methods ...",,,,21,-4.14
Health Choice CT,Healthchoicect,799862920093873,COMMUNITY,US,"Health Choice CT (HCCT) is a grassroots non-profit organization with members throughout the state. We are a community who believes  people have a fundamental right to make informed health decisions for themselves and their families.
",2015-03-27 20:23:13,2554,2793,2021-02-22 09:27:47 EST,2021-02-22,09:27:47,Photo,21,20,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/799862920093873/posts/3745244475555688,,https://www.facebook.com/Healthchoicect/photos/a.841745452572286/3745244255555710/?type=3,,""" IT'S UNFORTUNATE SENATOR DUFF CHOSE TO DISPARAGE THOUSANDS OF OF FAMILIES DURING THE LONGEST PUBLIC HEARING IN CT HISTORY. THIS IS NOT A TIME FOR DIVISIVENESS. ITISA IS TIME FOR UNITY! Chiroprach -DR. MATT PATERNA HEALTH CHOICE ACTION CT",,,,,,21,-2.62
Health Choice CT,Healthchoicect,799862920093873,COMMUNITY,US,"Health Choice CT (HCCT) is a grassroots non-profit organization with members throughout the state. We are a community who believes  people have a fundamental right to make informed health decisions for themselves and their families.
",2015-03-27 20:23:13,2554,2794,2021-02-19 11:58:03 EST,2021-02-19,11:58:03,Photo,21,20,0,0,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/799862920093873/posts/3738451629568306,,https://www.facebook.com/Healthchoicect/photos/a.841745452572286/3738451522901650/?type=3,,"""THE NUMBERS I HAVE SEEN FROM YOUR SCHOOL STUDY DO NOT CONSTITUTE AN EMERGENCY"" JACK W. ROSS, MD INFECTIOUS DISEASE SPECIALIST TALKING TALKINGABOUT ABOUT HOW THE CT RELIGIOUS EXEMPTION FOR VACCINATION IS NOT PUBLIC HEALTH EMERGENCY",,,,,,21,-2.62
Health Choice CT,Healthchoicect,799862920093873,COMMUNITY,US,"Health Choice CT (HCCT) is a grassroots non-profit organization with members throughout the state. We are a community who believes  people have a fundamental right to make informed health decisions for themselves and their families.
",2015-03-27 20:23:13,2538,2777,2021-02-05 21:00:30 EST,2021-02-05,21:00:30,Link,21,0,2,11,0,1,0,0,7,0,,-,0,0,0,N/A,https://www.facebook.com/799862920093873/posts/3705250902888379,https://www.nbcconnecticut.com/news/local/public-health-committee-to-weigh-eliminating-religious-exemption/2416420/?_osource=SocialFlowFB_CTBrand,https://www.nbcconnecticut.com/news/local/public-health-committee-to-weigh-eliminating-religious-exemption/2416420/?_osource=SocialFlowFB_CTBrand,,,Public Health Committee to Weigh Eliminating Religious Exemption,"The Public Health Committee raised two bills today that would require all elementary school children to get vaccinated before attending public school. “It’s focusing on the medical exemption and removing the religious exemption,” Rep. Jonathan Steinberg said. Steinberg, who co-chairs the Publi...",,,,21,-1.24
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15707,16241,2021-02-21 13:06:32 EST,2021-02-21,13:06:32,Link,21,16,0,0,5,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5081860288553621,,https://www.bitchute.com/video/G14asmPKLVjP/,,,Anti-Vaccine Demonstrations Across Australia Ahead of Vaccination Rollout,Hundreds of anti-vaccine demonstrators gathered in Australia’s major cities on Saturday ahead of the country’s Covid-19 vaccine rollout on Monday.,,,,21,-1.33
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15770,16305,2021-02-13 14:03:39 EST,2021-02-13,14:03:39,Link,21,3,0,4,0,9,0,0,5,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5048455688560748,This is also known as eugenics.,https://www.theguardian.com/world/2021/feb/13/new-do-not-resuscitate-orders-imposed-on-covid-19-patients-with-learning-difficulties,,,New ‘do not resuscitate’ orders imposed on Covid-19 patients with learning difficulties,Watchdog speaks out over the ‘shocking discrimination’ that has caused potentially avoidable deaths during the pandemic,,,,21,-1.33
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15807,16339,2021-02-10 17:26:01 EST,2021-02-10,17:26:01,Link,21,7,3,5,0,1,2,0,3,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5035483459857971,Cha-ching.,https://nypost.com/2021/02/09/covid-vaccines-may-be-annual-for-years-johnson-johnson-ceo/?utm_source=twitter_sitebuttons&utm_medium=site+buttons&utm_campaign=site+buttons,,,"People may need annual COVID-19 vaccine shots, Johnson & Johnson CEO says","The CEO of Johnson & Johnson said Tuesday that people may need to be vaccinated against COVID-19 annually for the next several years — similar to seasonal flu shots. “Unfortunately, as (t…",,,,21,-1.33
Tennessee Coalition for Vaccine Choice,TN4VaxChoice,1592571291060774,POLITICAL_ORGANIZATION,US,Political Organization,2016-04-12 17:30:51,6585,6903,2021-02-13 13:25:39 EST,2021-02-13,13:25:39,Link,20,9,0,9,2,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1592571291060774/posts/2792962264354998,In case you missed this presentation last Thursday. Click the link below for the recording. https://mamm.org/covid-vaccine-on-trial-3/,https://mamm.org/covid-vaccine-on-trial-3/,,,COVID Vaccine On Trial | Millions Against Medical Mandates,COVID Vaccine on Trial: If You Only Knew . . . DOWNLOAD PDF FLYER DOWNLOAD IMAGE FLYER TOPICS ADDRESSED: Are they safe and effective? Can you be forced to take one? Who’s liable if anything goes wrong? How do I protect my right to choose? Discover what the mainstream media is not telling you! SPEA...,,,,20,-4.2
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8337,8667,2021-02-06 08:24:56 EST,2021-02-06,08:24:56,Photo,20,9,3,7,0,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1942209772610234,"😱😱😱😱😱 “A number of severely ill Covid-19 patients made a full recovery within five days after being treated with a relatively unknown cancer drug, according to multiple media reports in Israel today.” https://www.cityam.com/israeli-hospital-says-it-may-have-found-covid-19-cure-as-all-treated-patients-make-full-recovery/",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1942209232610288/?type=3,,"CITYA.M. Friday 5 February 2021 8:17 pm Israeli hospital says it may have found Covid- 19 cure as all treated patients make full recovery Michiel Willems .8K A number of severely ill Covid-19 patients made a full recovery within five days after being treated with a relatively unknown cancer drug, according to multiple media reports in Israel today.",,,,,,20,-4.7
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15730,16265,2021-02-16 20:50:42 EST,2021-02-16,20:50:42,Link,20,5,4,2,0,4,4,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5062481453824838,This BS is nauseating. #COVID1984 #MasksDontWork #CovidCult #MaskCult #Stupidity,https://nypost.com/2021/02/16/manhattan-federal-court-buildings-now-require-two-masks/?utm_source=twitter_sitebuttons&utm_medium=site+buttons&utm_campaign=site+buttons,,,Two masks now required to enter Manhattan federal court buildings,Visitors to Manhattan federal court and other buildings in the Southern District of New York are now required to either wear two face masks or an FDA-approved N95 mask. The double-mask requirement …,,,,20,-1.4
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15741,16275,2021-02-15 11:40:00 EST,2021-02-15,11:40:00,Photo,20,4,1,4,0,5,6,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5057025077703809,,https://www.facebook.com/avoiceforchoice/photos/a.861447827261576/5057024847703832/?type=3,,"Debbie asked a question in Covid Vaccination Reactions and Feedback. 58m Το everyone who has had both shots of the vaccine, have you had your antibodies checked? Coworker had both shots of Moderna vaccine, had blood work done after the appropriate wait time which revealed 0 antibodies. 143 114 Answers",,,,,,20,-1.75
A Voice for Choice,avoiceforchoice,853787754694250,NON_PROFIT,US,"A Voice for Choice, Inc. is a non-profit 501(c)(3) organization, bringing Grassroots together for a greater impact.",2015-05-15 17:27:49,15837,16370,2021-02-06 18:36:00 EST,2021-02-06,18:36:00,Photo,20,5,2,4,0,5,3,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/853787754694250/posts/5019117684827882,"New Jersey brothers kicked off United flight for wearing scuba-like mask. The ironic thing about this situation is that these scuba-like masks provide better protection against viruses than cloth or surgical masks, which have been proven to be ineffective, yet they were forced to wear cloth and surgical masks on their rescheduled flight. #upsidedownworld #covidcult https://www.foxnews.com/travel/nj-brothers-kicked-off-flight-scuba-like-masks",https://www.facebook.com/avoiceforchoice/photos/a.861447827261576/5019102708162713/?type=3,,,,,,,,20,-1.75
Health Choice CT,Healthchoicect,799862920093873,COMMUNITY,US,"Health Choice CT (HCCT) is a grassroots non-profit organization with members throughout the state. We are a community who believes  people have a fundamental right to make informed health decisions for themselves and their families.
",2015-03-27 20:23:13,2536,2776,2021-02-05 10:16:57 EST,2021-02-05,10:16:57,Photo,19,5,0,5,0,1,0,7,0,1,,-,0,0,0,N/A,https://www.facebook.com/799862920093873/posts/3704123049667831,"Hasn't this family been through enough? Doesn't this child and others like her deserve to go to school? ""My 11-year-old daughter was a star athlete and high honors student until she received the DTAP and Meningitis vaccines. Following the vaccines, she developed encephalitis, or inflammation of the brain. My daughter stopped socializing and developed neurological and physical symptoms. Six months later, she was diagnosed with OCD, anxiety and PANDAS. Despite years of treatment for autoimmune encephalopathy and demyelinating disorder, my daughter continues to struggle with anxiety and PTSD. She does not qualify for a medical exemption despite her adverse reactions. We use a religious exemption because our religious beliefs do not allow us to knowingly harm our children. Are you going to deny my daughter the right to an education?"" - Connecticut Mother Like and share it if you agree that this child should stay in school. #EducationForAll #WeDid #BelieveMothers",https://www.facebook.com/Healthchoicect/photos/a.841745452572286/3704122846334518/?type=3,,MY 11-YEAR-OLD DAUGHTER WAS A STAR ATHLETE AND HIGH HONORS STUDENT UNTIL SHE RECEIVED THE DTAP AND MENINGITIS VACCINES. -CONNECTICUT MOTHER 77,,,,,,19,-2.89
Health Freedom Ohio,hfo4you,1780780855277063,HEALTH_SITE,US,"501(c)4 nonprofit organization dedicated to maintaining our fundamental human right to health freedom. Volunteer based and grassroots consisting of Ohioans, medical, and health professionals. It's your health, your life, your way.",2018-03-19 23:13:36,22057,22884,2021-02-07 08:36:06 EST,2021-02-07,08:36:06,Photo,19,13,1,5,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1780780855277063/posts/3885626231459171,,https://www.facebook.com/photo.php?fbid=10159540245731410&set=p.10159540245731410&type=3,,,Elliott,"The model being used by modern medicine is so far corrupted it is useless for helping people get healthy.  It got off track over a century ago when profit was prioritized over science.  It has veered farther and farther from the truth ever since, so that now neither truth nor medical science can recognize each other.

“Unfortunately, the entire evidence base has been perverted,” said Joseph Ross, a professor at Yale Medical School who has studied the issue.

“You could say these marketing tactics are merely concerning. But I think of them as satanic. What the data are telling us is that these drugs are ruining people’s lives,” said Phillip Prior, MD.

Lisa Roberts, the public health nurse, whose primary job is to reduce the fatalities associated with drug use, said:  “Around here, we call it ‘pharmageddon.’ This has been absolutely devastating to Appalachia.”

Not only has the profession sold its integrity, its leaders and practitioners have become partners in fraud and deception—doctors have become accessories to manslaughter.

At least 22 drugs that had been approved since 1993 were withdrawn after causing hundreds of thousands of preventable deaths. (1992 is the year the FDA started funding themselves by charging fees for drug approval.)

https://ahrp.org/can-medical-research-be-trusted/",,,,19,-4.11
Tennessee Coalition for Vaccine Choice,TN4VaxChoice,1592571291060774,POLITICAL_ORGANIZATION,US,Political Organization,2016-04-12 17:30:51,6595,6913,2021-02-16 14:36:03 EST,2021-02-16,14:36:03,Photo,19,12,2,2,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/1592571291060774/posts/2795205224130702,,https://www.facebook.com/innovativeparentingnj/photos/a.1359247914216125/1998962593577984/?type=3,,,Innovative Parenting NJ,"Let’s help Connecticut preserve their religious & medical freedoms❤️ 

❤Twitter ⛈ Storm❤ Let's spread the love for our all children on Twitter today

👉🏼🐦 Retweet these tweets

#️⃣Make your own tweets with #HB6423, #SB568, #RegressiveLegislation,  #constitutionstate, and some trending hashtags like #happyvalentinesday and #ValentinesDay2021﻿ 

1.
https://twitter.com/KeepCTFree/status/1360953212082208770?s=19 

2.
https://twitter.com/KeepCTFree/status/1360954319701487620?s=19 

3.
https://twitter.com/KeepCTFree/status/1360957462719975424?s=19 

4.
https://twitter.com/KeepCTFree/status/1360958749582778377?s=19 

5.
https://twitter.com/KeepCTFree/status/1360991891324620802?s=19 

6.
https://twitter.com/KeepCTFree/status/1360992467802349568?s=19 

7.
https://twitter.com/KeepCTFree/status/1360992680650674182?s=19 

8.
https://twitter.com/KeepCTFree/status/1360992891720581128?s=19 

9.
https://twitter.com/KeepCTFree/status/1360993708645228548?s=19 

10.
https://twitter.com/KeepCTFree/status/1360993923502546945?s=19 

11.
https://twitter.com/KeepCTFree/status/1360994198749552640?s=19 

12.
https://twitter.com/KeepCTFree/status/1360995285711921152?s=19 

13.
https://twitter.com/KeepCTFree/status/1360995438254522369?s=19 

14.
https://twitter.com/KeepCTFree/status/1360995947619180544?s=19 

15.
https://twitter.com/KeepCTFree/status/1360997107998588929?s=19 

16.
https://twitter.com/KeepCTFree/status/1360997433891819525?s=19 

17.
https://twitter.com/KeepCTFree/status/1360997588670042119?s=19 

18.
https://twitter.com/LivNow/status/1360976364719996930?s=19 

19.
https://twitter.com/DianaPrinceTL/status/1360390382345977856?s=19",,,,19,-9.74
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8331,8660,2021-02-08 19:57:34 EST,2021-02-08,19:57:34,Photo,19,12,2,4,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1944217669076111,India’s expert panel asked Pfizer for more data on their vaccine and they didn't like that.... 😳Seems like India cares more about its people than our government does about us. 🤔 How dare anyone ask for data proving efficacy or to want to investigate the enormous amount of adverse events that are occurring. No one is supposed to ask questions. 😒 https://wap.business-standard.com/article-amp/current-affairs/india-s-expert-panel-rejects-pfizer-s-application-for-covid-19-vaccine-121020600070_1.html,https://www.facebook.com/VCHFGA/photos/a.868852619945960/1944212962409915/?type=3,,Home Currentaffairs India's expert panel rejects Pfizer's application for Covid-19 vaccine By Sohini Das Mumbai Last Updatec at February 06 2021 02:27 IST Topics Pfizer Coronavirus Vaccine f,,,,,,19,-4.95
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8337,8667,2021-02-05 20:11:23 EST,2021-02-05,20:11:23,Link,19,5,2,7,0,4,0,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1941830635981481,"501 Deaths + 10,748 Other Injuries Reported Following COVID Vaccine, Latest CDC Data Show The numbers reflect the latest data available as of Jan. 29 from the CDC’s Vaccine Adverse Event Reporting System website. Of the 501 reported deaths, 453 were from the U.S. The average age of those who died was 77, the youngest was 23. https://childrenshealthdefense.org/defender/deaths-injuries-following-covid-vaccine-cdc/",https://childrenshealthdefense.org/defender/deaths-injuries-following-covid-vaccine-cdc/,,,"501 Deaths + 10,748 Other Injuries Reported Following COVID Vaccine, Latest CDC Data Show • Children's Health Defense","The numbers reflect the latest data available as of Jan. 29 from the CDC’s Vaccine Adverse Event Reporting System website. Of the 501 reported deaths, 453 were from the U.S. The average age of those who died was 77, the youngest was 23.",,,,19,-1.74
Georgia Coalition for Vaccine Choice,VCHFGA,622560021241889,COMMUNITY,US,"Georgians for Vaccine & Health Choice is a community page that seeks to protect the rights of ALL Georgia citizens to have choices. No Shots, No School=NOT TRUE. You can fill out an exemption form!! ",2016-05-12 15:30:34,8338,8667,2021-02-03 08:49:05 EST,2021-02-03,08:49:05,Photo,19,8,1,8,0,0,0,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/622560021241889/posts/1939851586179386,"When the US government began mass DDT fumigations against mosquitos around 1946 and through the first half of the 1950s, the rates of paralysis (then considered to be ""polio"") also rose dramatically. The correlation between the growth and decline in the rates of fumigations and the growth and decline in the rates of paralysis coincided closely. The DDT fumigations peaked in 1951. The polio rates peaked in 1952. By the time the Salk vaccine was introduced in 1954-55, the rates of paralysis in the US had been dramatically declining. It was only AFTER the introduction of the Salk vaccine that the polio rates started to INCREASE again, due to the fact that the Salk vaccine itself was infecting people with polio. The vaccine was thought to contain an inactivated poliovirus. It turns out that the poliovirus, which was initially inactivated by using formaldehyde (yeah, the stuff they use for embalming dead people), re-awakened. Not only did the Salk vaccine infect an unknown number of people (nearly half the US population at the time was given the vaccine) with polio, it was also contaminated with the SV-40 (simian virus 40) wild monkey virus. SV-40 was found to be present in nearly half of all children's brain tumors. Dr. Bernice Eddy, who was on the Salk research team which developed the Salk polio vaccine, warned in 1972 (in testimony before the US Senate) that if the US government kept giving the Salk (and Sabin) vaccines to the US population that we would see increases in the cancer rates over the next 20 years like we had never seen before. She was right. REPOST FROM 2016 The Outliers",https://www.facebook.com/VCHFGA/photos/a.868852619945960/1939851482846063/?type=3,,"300 250 production data Is derived U.S. Board Transportation figures (Hayes and Laws, 1996) since ilegal government divulge pesticide production figures the public. 200 DDT production after 1954 exported huge scale, DOT production directed towards US. after 1954 estimated from National Adipose Tissue Study (from Hayes), and inferred from increasing dominance organo- phosphate pesticides 150 Polio Incidence And Pesticide Production 1940- (millions of pounds) 100 Poliox7.75 BHC, Arsenic, Lead (Persistent Pesticides) Polio data is from บ.S. Vital Statistics. Laboretory analyses (1958) showed pollo""1 0 CNS diseases: polio, encephaitis, meningitis, and acute flaccid paralysis microbe tound). 5 1940 1661 1650",,,,,,19,-4.95
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9698,9849,2021-02-13 15:54:30 EST,2021-02-13,15:54:30,Link,19,10,0,5,3,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3663256230462078,"Robert F. Kennedy, Jr. Responds To Being Kicked Off Instagram Here is an update: Kennedy has written a strong response to the removal, discussing the nature of his posts at Instagram, relating the debate stifling effect of Instagram’s action, and pointing to the fact that both he and Informed Consent Action Network founder Del Bigtree were removed from Instagram just 15 minutes before they were to air a webinar featuring doctors and other individuals discussing matters related to coronavirus vaccines. In his statement Kennedy writes: Every statement I put on Instagram was sourced from a government database, from peer-reviewed publications and from carefully confirmed news stories. None of my posts were false. Facebook, the pharmaceutical industry and its captive regulators use the term ‘vaccine misinformation’ as a euphemism for any factual assertion that departs from official pronouncements about vaccine health and safety, whether true or not. Further, states Kennedy, “the mainstream media and social media giants are imposing a totalitarian censorship to prevent public health advocates, like myself, from voicing concerns and from engaging in civil informed debate in the public square.” https://www.zerohedge.com/political/robert-f-kennedy-jr-responds-being-kicked-instagram?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed:+zerohedge/feed+(zero+hedge+-+on+a+long+enough+timeline,+the+survival+rate+for+everyone+drops+to+zero",https://www.zerohedge.com/political/robert-f-kennedy-jr-responds-being-kicked-instagram?utm_source=feedburner&utm_medium=feed&utm_campaign=Feed%3A+zerohedge%2Ffeed+,,,"Robert F. Kennedy, Jr. Responds To Being Kicked Off Instagram","ZeroHedge - On a long enough timeline, the survival rate for everyone drops to zero",,,,19,1
Oregonians for Healthcare Choice,OregoniansForVaccineTruthAndHealthcareChoice,337316776389390,COMMUNITY,US,A critical part of guarding your health and the health of your children is the need for full disclosure of risks and benefits of any medical procedure. Our site provides notice of risks when the medical community fails to do so. ,2013-02-26 02:30:14,9714,9865,2021-02-11 14:23:56 EST,2021-02-11,14:23:56,Photo,19,8,0,3,8,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/337316776389390/posts/3657917814329253,Call us crazy...,https://www.facebook.com/OregoniansForVaccineTruthAndHealthcareChoice/photos/a.339546406166427/3657917177662650/?type=3,,,,,,,,19,-1.11
Vaccines Exposed,,653656581426800,HEALTH_SITE,GB,We expose information regarding vaccines,2015-02-20 17:27:33,12299,12946,2021-02-17 10:30:22 EST,2021-02-17,10:30:22,Photo,19,13,0,5,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/653656581426800/posts/3470595473066216,,https://www.facebook.com/photo.php?fbid=10157502749576637&set=p.10157502749576637&type=3,,,Colleen,Educated.,,,,19,-3.16
