Group Name,User Name,Facebook Id,Page Category,Page Admin Top Country,Page Description,Page Created,Likes at Posting,Followers at Posting,Post Created,Post Created Date,Post Created Time,Type,Total Interactions,Likes,Comments,Shares,Love,Wow,Haha,Sad,Angry,Care,Video Share Status,Is Video Owner?,Post Views,Total Views,Total Views For All Crossposts,Video Length,URL,Message,Link,Final Link,Image Text,Link Text,Description,Sponsor Id,Sponsor Name,Sponsor Category,Total Interactions (weighted  —  Likes 1x Shares 1x Comments 1x Love 1x Wow 1x Haha 1x Sad 1x Angry 1x Care 1x ),Overperforming Score
AWAKE LIKE ME,,918890171535718,none,,,,20215,N/A,2020-09-02 12:34:54 EDT,2020-09-02,12:34:54,Photo,73,12,13,20,0,1,0,10,16,1,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3341237442634300,,https://www.facebook.com/CraigKellyMP/photos/a.251794581681850/1601677656693529/?type=3,,"ENEMY OF THE STATE In Dan Andrews Victoria, Pregnant mothers promoting peaceful protest are handcuffed and arrested in their homes Freedom Day Ballarat Saturday AM Freedom Day Ballarat Sturt St, Ballarat Central VIC 3350, Austr.. Going Invite Save More Private Hosted by Lee Sturt St, Ballarat Central VIC 3350, Australia Details PEACEFUL PROTEST! Allsocial distancing measures be followed medical youmay have seent government has preventthe Melbourne be voice seen those stage heard and hopefully make LOCKDOWNS STAND RIGHTS COUNTRY bottom Street/Er you there!",Craig Kelly,"ENEMY OF THE STATE 

In Victoria, calling for a peaceful protest against government policy via Facebook, will see the police enter into your home, hand-cuff (even if you are a pregnant women) and arrest you, and confiscate every mobile phone and computer in your home. 

No it’s not Nazi Germany it’s happening in Australia in 2020. 

In fact, because I’ve repost Zoe Lee’s post, if I crossed the Murray, I to would face arrest in Victoria. 

#FreeZoeLee",,,,73,-1.97
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4460,N/A,2020-09-11 23:38:30 EDT,2020-09-11,23:38:30,Photo,73,37,7,28,0,0,0,0,1,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2823241411293800,,https://www.facebook.com/politikalmemes/photos/a.1667842846814019/2684991348432492/?type=3,,"ι "" ""A people that elect corrupt politicians, imposters, thieves, and traitors are not victims... but accomplices.' George Orwell",Politikal Memes,"We can’t just blame Justin Trudeau for destroying Canada, we must also blame the accomplices that voted for him.",,,,73,2.7
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4461,N/A,2020-09-11 12:41:04 EDT,2020-09-11,12:41:04,Link,73,19,14,22,0,2,0,1,15,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2822864467998161,,https://www.facebook.com/groups/415665798981547/permalink/776353089579481/,,What 1 'systemic racism'? MA When the colour of your skin must be Black in order to qualify for a $221 million Federal aid program.,This is a re-share of a post,,,,,73,3.04
Minnesota Un-Masked,,589104111975931,none,,,,932,N/A,2020-09-03 17:05:58 EDT,2020-09-03,17:05:58,Photo,72,3,19,10,0,4,0,0,36,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/630423657843976,Indoctrination of children.,https://www.facebook.com/photo.php?fbid=10220419336985629&set=gm.630423657843976&type=3,,,,,,,,72,1.57
Minnesota Un-Masked,,589104111975931,none,,,,932,N/A,2020-09-03 12:49:33 EDT,2020-09-03,12:49:33,Photo,72,26,0,12,0,0,34,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/630262944526714,🤣,https://www.facebook.com/photo.php?fbid=3163774820325977&set=gm.630262944526714&type=3,,,,,,,,72,1.57
Free Face Society,,913041355863220,none,,,,5243,N/A,2020-09-04 09:35:12 EDT,2020-09-04,09:35:12,Photo,72,44,3,19,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/949531338880888,,,,,,,,,,72,1.36
Texas for Medical Freedom,,2227066770755572,none,,,,4400,N/A,2020-09-05 10:07:20 EDT,2020-09-05,10:07:20,Photo,72,34,23,1,11,1,0,1,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/2227066770755572/permalink/3049945195134388,I'm at a PUBLIC PARK for football practice. All these people wearing masks OUTSIDE and making their 6-7yo boys wear them too?! Maddening!!!! I'm neked faced! So is my kid! #standstrong #freedom #liberty #nevermask,https://www.facebook.com/photo.php?fbid=3524592424218239&set=gm.3049945195134388&type=3,,,,,,,,72,-1.25
AWAKE LIKE ME,,918890171535718,none,,,,23021,N/A,2020-09-10 04:02:14 EDT,2020-09-10,04:02:14,Link,72,41,8,20,3,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3363295873761790,,https://www.facebook.com/100001904368840/posts/4410834555656646/,,,This is a re-share of a post,"“Q: What if the ‘virus’ never goes away?
A: Well then the restrictions must stay in place.

You DO know, don’t you, however, that it will NEVER go away? It’s been here for ever and will stay here for ever. Like all coronaviruses.

Did the flu ever go away, even after decades of useless vaccination? No, it didn’t actually. Was a cure for the common cold ever found? No, it wasn’t.

The reason coronaviruses don’t go away is because they’re not diseases or illnesses. They’re part of a natural process to re-balance your body when it becomes run down. The symptoms- coughs, fevers etc - are evidence that the process is underway.

The symptoms can be alleviated or even masked but cannot be cured because you can’t cure something that isn’t even a problem in the first place!

Now isn’t that clever?! Pick on something that’s in pretty much all our bodies, label it a ‘virus’, clamp down with the restrictions, take away our rights, then say everything will go back to normal - and our rights will be slowly returned to us - when the ‘virus’ disappears.

But it WON’T disappear because coronaviruses are part of us and here to stay. It’s like saying restrictions will be lifted once all bacteria disappears from our bodies. It’s not going to happen! Health-wise, it doesn’t matter. We can live perfectly well with coronaviruses. We’ve done it for millennia. But now it’s being used to shoehorn us all into a new dystopia. It’s here and unless you start fighting right now however you can, it’s here to stay.

We’re trapped in a riddle not of our own making. We should have started fighting a long time ago.

We have two choices now: give up all your freedoms in exchange for a pathetic half-life barely worth living. Or stand up and fight till the end.

It’s tragic to see so many people sitting around doing absolutely nothing, somehow still believing that it’ll all be all right in the end and that this too will pass. It won’t. It’s been planned for decades.

If you can’t fight, don’t stand in the way of those who are fighting on your behalf. Protesters, activists and human rights supporters aren’t holding rallies for a laugh or to cause trouble - they’re standing up for their rights AND yours. They’re the new frontline. They need your support.

Because once they go down, there will be no one to protect you.”

~Jacqui Deevoy~",,,,72,-1.39
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4463,N/A,2020-09-13 02:17:50 EDT,2020-09-13,02:17:50,Link,72,4,9,30,0,3,6,0,20,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2824242597860348,Canada's Liberal controlled government subsidized main stream media will not touch this story. Far too much dirt on their beloved leader Justin Trudeau. ,https://buffalochronicle.com/2020/09/10/we-charity-funded-sophie-gregoires-rendezvous-with-iris-elba/,,,WE charity funded Sophie Gregoire’s rendezvous with Idris Elba,The WE Charity — which has been the subject of a stunning public corruption scandal that has shaken Justin Trudeau’s minority government in recent months — organized and funded So…,,,,72,3
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4456,N/A,2020-09-04 21:18:27 EDT,2020-09-04,21:18:27,Photo,72,7,12,23,0,2,0,1,27,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2816751285276146,He Should NOT be in our Government. Has no respect for the country his family immigrated to.,https://www.facebook.com/photo.php?fbid=10224052104756198&set=gm.2816751285276146&type=3,,,,,,,,72,2.67
Minnesota Un-Masked,,589104111975931,none,,,,1251,N/A,2020-09-12 16:51:39 EDT,2020-09-12,16:51:39,Status,71,51,12,0,8,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/637200353832973,"Picked up Mom, took her shopping, got meat in Nicollet and groceries in NU, no masks!",,,,,,,,,71,1.25
Minnesota Un-Masked,,589104111975931,none,,,,1234,N/A,2020-09-11 02:49:39 EDT,2020-09-11,02:49:39,Status,71,56,5,10,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/635968537289488,"Democrat assholes are getting away with murder!!! ￼This whole fucking COVID-19 thing is being over blown out of proportion by the Democrats. You can’t tell me that Pot and liquor stores are essential but school teachers are not! What a bunch of bull shit!!!! The Democrats just want the economy to be in shambles for the election. And if kids can’t go to school, then parents can’t go to work. Not to mention their (the Democrats) disrespect for law enforcement and support for BLM and ANTIFA! The assholes are burning our flag and people’s businesses, rioting in the streets and destroying peoples lives!!! They don’t give a shit about how many families lives it destroys! They just want to win the election at ANY COST!Those fuckers should be tried for crimes against our country and punished accordingly!!!! Every damn thing the Democrats have done to win this election or remove Trump from office has been illegal! Including the Russia hoax, The DNC and Hillary Clinton campaign paying for the Steele dossier, spying on Trump’s campaign, bullshit rape charges against supreme court justice nominee Cavanaugh! Hillary’s 33,000 emails and the media covering up their treasonous, illegal and outright fraudulent fucking crimes! I gotta be honest with you.... It’s starting to piss me off!",,,,,,,,,71,1.25
Minnesota Un-Masked,,589104111975931,none,,,,1234,N/A,2020-09-10 20:34:41 EDT,2020-09-10,20:34:41,Status,71,38,18,9,5,0,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/635793233973685,"For all those teachers who insist on distance learning. I think I may have a great idea! Lets have one science class, one math class, one English class, one social studies class and do it with one or two highly qualified ￼teachers teaching all students in the country￼￼ online at the same time. This would save billions of dollars and give our children a far better education. But somehow I think that ￼there is little doubt that we would be very quickly￼ informed by the so-called teachers ￼ and teachers unions ￼how￼ important in person learning is.",,,,,,,,,71,1.25
Glorious And Free,,3247348058642730,learning,,,,5706,N/A,2020-09-11 08:50:35 EDT,2020-09-11,08:50:35,Photo,71,40,2,12,17,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3548654251845441,Any businesses in any country is doing the same thing like this one? 😁,https://www.facebook.com/photo.php?fbid=4589699937708501&set=p.4589699937708501&type=3,,Skin Kerr Covid Free Salon No Masks We Take Cash Covid Talk is Banned You Can't Catch what Doesn't Exist #voodoovirusisbullshit #wedonotconsent Please respect the rules of the salon Amne Raal Eaovle 20 br 0151 345 3680 0E S HION REVLON UST,Jeff,"These are the kind of CONSCIOUS businesses I support.

#PlannedDemic",,,,71,1.45
Glorious And Free,,3247348058642730,learning,,,,5626,N/A,2020-09-03 14:24:50 EDT,2020-09-03,14:24:50,Link,71,1,28,3,0,3,28,1,7,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3524775690899964,And that's an order! ,https://www.tricitynews.com/news/stop-kissing-and-wear-a-mask-during-sex-to-prevent-covid-19-says-tam-1.24196858,,,"Stop kissing and wear a mask during sex to prevent COVID-19, says Tam","The head of Canada’s public health agency has offered some tips for safe sex in a pandemic, suggesting that in-person contact doesn’t have to mean face-to-face. Acknowledging that “sexual health . . .",,,,71,2.45
United Collective,,1125787174433241,none,,,,17570,N/A,2020-09-01 04:23:01 EDT,2020-09-01,04:23:01,Status,71,9,14,4,1,1,0,33,3,6,,-,0,0,0,N/A,https://www.facebook.com/groups/1125787174433241/permalink/1248376308840993,"Hi everyone, not sure if anyone can help or suggest which way to go with this. My poor 94 year old Dad is in care in Queensland and we have been lockout from seeing him (again). Ok get that they think its the right thing to do but my parents are due to celebrate their 70 years of marriage next week and unfortunately they can not be together. This seems wrong really, both in their 90’s and can not even give each other a hug or a kiss for such an amazing achievement. We as a family are broken hearted as they have always been so close and Dad has only been in care for a few months. So wrong when extemptions are made for the rich and famous but not for the hard working Aussies that have been through so much in their life time.",,,,,,,,,71,1.37
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4126,N/A,2020-09-04 11:25:57 EDT,2020-09-04,11:25:57,Photo,71,43,2,19,7,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/857304014771972/permalink/968366736999032,,https://www.facebook.com/tednugent/photos/a.10151655803922297/10157807105502297/?type=3,,It is not the American Police Officer's job to risk bodily injury so you can safely resist arrest,Ted Nugent,,,,,71,2.15
Open Oregon,,2882853491751153,none,,,,18758,N/A,2020-09-09 03:18:54 EDT,2020-09-09,03:18:54,Live Video Complete,71,9,10,17,2,7,0,24,0,2,share,No,0,1909473,0,08:00:07,https://www.facebook.com/groups/2882853491751153/permalink/3289268331109665,hope everyone on here that lives in the rogue valley is safe.,https://www.facebook.com/kobitv/videos/2790437481191592/,,,KOBI-TV NBC5,"This is a live view looking southwest at the City of Phoenix, Oregon from the Rogue Valley Manor in Medford. Details: https://kobi5.com/news/fire-in-ashland-triggers-evacuations-136194/",,,,71,-1.04
Ontario Civil Liberties Association,,110883345731728,none,,,,5527,N/A,2020-09-09 10:19:29 EDT,2020-09-09,10:19:29,Status,71,41,10,14,6,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1752650011555045,"Okay ""you people"", just stop the child abuse and let kids attend school without a dirty paper mask on their face. Anyone who can not see that this is a fake pandemic by now, is just a person who enjoys being led around like a dog on a leash. Even the inflated data on the China Virus doesn't come anywhere near the threshold for installing the draconian laws we are seeing and the subsequent confrontations they are creating. Wasting police resources on enforcement is an obscene abuse of authority. People in handcuffs for not wearing a paper facemask, that anyone with an iota of common sense knows are not designed for, nor do they offer protection from, minute viruses. Kid's sporting leagues are being cancelled or drastically changed for a fake pandemic. ""You People"" will go down in history as the most stupid group of adults ever to exist. Many of us can remember being told to hide under our school desk and curl into a ball if Russia launched a nuclear bomb attack. Ridiculous right?? No more ridiculous than making paper masks mandatory, shaming people if they get within 6' of anyone, shutting down the entire economy around the world, using police force on people who don't comply, mentioning COVID at least a thousand times a day on TV and radio, just to make sure the lies stick. Repeat a lie enough times and it will become facts to susceptible weak minds in society. INSANITY!!! Think people! Turn off your MSM!!!!",,,,,,,,,71,1.69
AWAKE LIKE ME,,918890171535718,none,,,,20605,N/A,2020-09-03 02:45:00 EDT,2020-09-03,02:45:00,Photo,71,45,7,10,2,7,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3343266302431414,,https://www.facebook.com/photo.php?fbid=10159672361557573&set=gm.3343266302431414&type=3,,,,,,,,71,-2.03
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4449,N/A,2020-09-02 16:29:19 EDT,2020-09-02,16:29:19,Photo,71,7,4,51,0,4,0,3,2,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2814670705484204,Harry Link RED ALERT!!!!!!!!!! THEY ARE RIGHT NOW ROUNDING UP TRUTH ACTIVISTS IN AUSTRALIA If you can download this video then do it immediately before it's gone and let me know how to download it as well. https://m.facebook.com/story.php?story_fbid=10158502844469137&id=713284136 They're rounding up truth activists in Melbourne now this is about as bad as it gets before they just start executing people on the streets. I watched activists get rounded up in China and they were never seen again in fact within hours of them being dragged out of their houses they were announced on the news that they died at covid and they were never even sick. If people don't stand up to this evil they're going to be wearing yellow stars and getting on train cars by the end of next year or they will be genetically modified humans licking boots taking injections and doing whatever they're told to do by the evil control system.,https://www.facebook.com/photo.php?fbid=3826056340743232&set=p.3826056340743232&type=3,,,Harry,"RED FUCKING ALERT!!!!!!!!!! THEY ARE RIGHT NOW ROUNDING UP TRUTH ACTIVISTS IN AUSTRALIA

If you can download this video then do it immediately before it's gone and let me know how to download it as well.

https://m.facebook.com/story.php?story_fbid=10158502844469137&id=713284136

They're rounding up truth activists in Melbourne now this is about as bad as it gets before they just start executing people on the streets. I watched activists get rounded up in China and they were never seen again in fact within hours of them being dragged out of their houses they were announced on the news that they died at covid and they were never even sick. If people don't stand up to this evil they're going to be wearing yellow stars and getting on train cars by the end of next year or they will be genetically modified humans licking boots taking injections and doing whatever they're told to do by the evil control system.",,,,71,2.63
Free Face Society,,913041355863220,none,,,,5284,N/A,2020-09-13 17:20:31 EDT,2020-09-13,17:20:31,Status,70,38,2,22,8,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/957072231460132,"Facebook jail here I come! Let me break it down for you... 1. Joe Biden isn’t winning just like Hillary wasn't winning. 2. Bubba Wallace is NOT a victim. 3. Black lives do matter, along with EVERYONE else’s. 4. All cops definitely are NOT bad, nor are they ALL racist. 5. Trump is the President and doing a great job!! (Blame your Governor for state problems) 6. Rioters and looters have nothing to do with George Floyd and should be prosecuted to the fullest extent of the law. 7. Police lives matter. 8. Kids lives matter. 9. Colin Kaepernick is NOT a hero, and never will be. 10. CNN is NOT news, nor is MSNBC 11. Elizabeth Warren is NOT American Indian. (Nor is she black) 12. Facebook ONLY censors conservatives; NOT liberals, progressives, radicals, anarchists, terrorists or pedophiles. 13. ALL lives DO matter (red, yellow, black, brown and white) 14. COVID 19 is real (I get it, be safe) BUT it is being used to gauge just how much of our freedom they can take away, blindly and willingly!? Hence the term ""Hoax"". 15. Fear is FUELED by the Media, this is a fact. 16. Epstein did not kill himself....NASCAR, NFL and MLB did kill themselves. 17. Most people are NOT racist. 18. There is NO White Privilege, we all have the exact same American Privilege. Work for what you want to Achieve! 19. There are no slave owners or slaves still living in America (except for child sex slaves😢) 20. LIFE is what YOU make of it, not your government or your ancestors. 21. No one OWES you ANYTHING! You are Not entitled nor am I. GET A JOB! Work hard! Live the American dream. Many others have proved it can be done. My paycheck should not pay yours through welfare if you are able to work. 22. I don’t have to like your opinion and you can disagree with mine. 23. I stand for the American Flag 🇺🇸 and our National Anthem. 24. I kneel only to God! And there ya’ have it! 💯🇺🇸 PATRIOT Copy and Paste this if you agree. Feel Free, Share Away.",,,,,,,,,70,1.67
Glorious And Free,,3247348058642730,learning,,,,5713,N/A,2020-09-13 19:26:51 EDT,2020-09-13,19:26:51,Link,70,17,43,4,2,0,4,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3556559227721610,,https://www.facebook.com/509542512/posts/10157180274822513/,,,This is a re-share of a post,"So I heard the pandemic is OVER!
Can anyone confirm?",,,,70,2.41
Ohioans Defying Dewine’s Tyranny,,857304014771972,none,,,,4144,N/A,2020-09-08 15:39:25 EDT,2020-09-08,15:39:25,Native Video,70,3,43,4,0,1,0,0,19,0,share,No,0,12941,0,00:03:48,https://www.facebook.com/groups/857304014771972/permalink/971647640004275,,https://www.facebook.com/100007456276102/videos/2686277118297471/,,,Andrea,"Jack Windsor’s Question to Governor Mike Dewine. 9-8-20 

#ohio #COVID #donthedata",,,,70,2.12
RE-OPEN CA NOW!,,848435872307367,none,,,,6405,N/A,2020-09-14 15:53:44 EDT,2020-09-14,15:53:44,Photo,70,18,2,45,1,3,1,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/848435872307367/permalink/965935147224105,,https://www.facebook.com/photo.php?fbid=10224076627161688&set=gm.965935147224105&type=3,,,,,,,,70,2.26
Minnesota Un-Masked,,589104111975931,none,,,,1271,N/A,2020-09-13 15:43:35 EDT,2020-09-13,15:43:35,Photo,69,20,5,35,0,4,4,1,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/637886540431021,,,,,,,,,,69,1.5
Free Face Society,,913041355863220,none,,,,5283,N/A,2020-09-11 20:52:26 EDT,2020-09-11,20:52:26,Photo,69,15,8,10,1,0,35,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/955563241611031,,,,,,,,,,69,1.3
Free Face Society,,913041355863220,none,,,,5243,N/A,2020-09-04 01:48:37 EDT,2020-09-04,01:48:37,Photo,69,35,3,27,4,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/949249328909089,,https://www.facebook.com/photo.php?fbid=3235273496548955&set=gm.949249328909089&type=3,,,,,,,,69,1.3
Glorious And Free,,3247348058642730,learning,,,,5720,N/A,2020-09-14 07:46:38 EDT,2020-09-14,07:46:38,YouTube,69,38,7,12,11,1,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3558019544242245,WE ARE THE SECOND WAVE!!! ,https://m.youtube.com/watch?feature=share&v=RutrXKA4VNA,,,"The First Time a Canadian Crowd Chants ""Trump! Trump! Trump!""","Vancouver Freedom Rally held on September 13, 2020.",,,,69,2.3
Glorious And Free,,3247348058642730,learning,,,,5728,N/A,2020-09-10 22:48:41 EDT,2020-09-10,22:48:41,Status,69,44,3,13,9,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/3247348058642730/permalink/3547393568638176,,,,,,,,,,69,1.73
Open Oregon,,2882853491751153,none,,,,19023,N/A,2020-09-11 17:58:59 EDT,2020-09-11,17:58:59,Status,69,33,14,22,0,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/2882853491751153/permalink/3297170093652822,Call your county voting office and request that your ballot be held for pickup there!,,,,,,,,,69,-3.8
Ontario Civil Liberties Association,,110883345731728,none,,,,5558,N/A,2020-09-10 18:29:33 EDT,2020-09-10,18:29:33,Link,69,0,41,1,0,2,5,0,20,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1753582278128485,,https://toronto.ctvnews.ca/ontario-premier-urges-local-mayors-to-change-gathering-limits-if-they-are-concerned-1.5097838,,,Ontario premier urges local mayors to change gathering limits if they are concerned,Premier Doug Ford says that he won’t stand in the way of local officials rolling back the limits on indoor and outdoor gatherings amid the recent rise in COVID-19 infections.,,,,69,1.92
AWAKE LIKE ME,,918890171535718,none,,,,22767,N/A,2020-09-09 10:08:02 EDT,2020-09-09,10:08:02,Photo,69,43,4,12,10,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/918890171535718/permalink/3362035370554507,,https://www.facebook.com/photo.php?fbid=10159695392557573&set=gm.3362035370554507&type=3,,,,,,,,69,-2.09
Minnesota Un-Masked,,589104111975931,none,,,,1251,N/A,2020-09-12 19:54:43 EDT,2020-09-12,19:54:43,Status,68,45,17,2,0,2,0,2,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/589104111975931/permalink/637279893825019,"Just got accosted in cub foods in Eden prairie by another customer that didn’t like I wasn’t wearing a mask. Basically told him I had a health exemption and he was a jerk. I asked him what I should do, put a sign around my neck? I went to management and asked what their policy was? Am I ok if I’m exempt, he apologized and said yes. I told him it wasn’t his fault but if he wanted to help they could put a sign that says exemptions are ok. I’m in this with everyone else for the past five months but don’t deserve to get nasty looks, turned in or have to explain to anyone my issues! He agreed and said that was a good idea. Has anyone else asked management to do the same? It might help the ignorant a holes out there!",,,,,,,,,68,1.19
Free Face Society,,913041355863220,none,,,,5279,N/A,2020-09-11 14:36:56 EDT,2020-09-11,14:36:56,Photo,68,42,3,21,1,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/955376038296418,,,,,,,,,,68,1.28
#OpenCTNow,,607129126546690,none,,,,7221,N/A,2020-09-09 08:02:46 EDT,2020-09-09,08:02:46,Link,68,32,12,6,15,1,2,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/607129126546690/permalink/701550210437914,Dems heads must be exploding!,https://nypost.com/2020/09/09/trump-nominated-for-nobel-peace-prize-by-norwegian-official/,,,Trump nominated for Nobel Peace Prize following Israel-UAE accord,"President Trump has been nominated for the Nobel Peace Prize for helping broker a peace deal between Israel and the United Arab Emirates, according to a report. Christian Tybring-Gjedde, a member o…",,,,68,2.72
RE-OPEN CA NOW!,,848435872307367,none,,,,6402,N/A,2020-09-11 09:16:50 EDT,2020-09-11,09:16:50,Link,68,39,1,4,23,0,0,0,0,1,,-,0,0,0,N/A,https://www.facebook.com/groups/848435872307367/permalink/963122710838682,Impressive turnout!,https://www.lifesitenews.com/news/over-12000-californians-pray-protest-lockdowns-at-capitol-worship-service?utm_source=editor_picks&utm_campaign=standard,,,"Over 12,000 Californians pray, protest lockdowns at capitol worship service",The Let Us Worship rally defied the governors restrictions on religious gatherings.,,,,68,2.96
RE-OPEN CA NOW!,,848435872307367,none,,,,6403,N/A,2020-09-03 13:09:35 EDT,2020-09-03,13:09:35,Photo,68,16,9,8,0,0,35,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/848435872307367/permalink/956686804815606,Be gone “Pelosi” you might want to checkout Brookdale assisted living. Many have open bar for happy hour!,https://www.facebook.com/photo.php?fbid=10223973758720982&set=gm.956686804815606&type=3,,,,,,,,68,2.19
Ontario Civil Liberties Association,,110883345731728,none,,,,5532,N/A,2020-09-08 01:20:07 EDT,2020-09-08,01:20:07,Photo,68,38,2,27,1,0,0,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1751276975025682,,https://www.facebook.com/photo.php?fbid=10157304465266021&set=gm.1751276975025682&type=3,,,,,,,,68,1.28
Ontario Civil Liberties Association,,110883345731728,none,,,,5444,N/A,2020-09-03 20:11:59 EDT,2020-09-03,20:11:59,Link,68,23,15,20,1,1,0,2,6,0,,-,0,0,0,N/A,https://www.facebook.com/groups/110883345731728/permalink/1746908915462488,Trudeau's Dangerous Radical Agenda Will Betray An Entire Generation Of Canadians..... He must be voted out before everyone looses everything :(,https://spencerfernando.com/2020/09/03/trudeaus-dangerous-radical-agenda-will-betray-an-entire-generation-of-canadians/,,,Trudeau's Dangerous Radical Agenda Will Betray An Entire Generation Of Canadians - Spencer Fernando,"The Trudeau Liberals are preparing to simultaneously spend gigantic amounts of money, disincentivize work, and cripple the energy sector. An entire",,,,68,1.89
HELP CANADIANS FIRST.....,,1655955358022417,none,,,,4456,N/A,2020-09-05 12:34:17 EDT,2020-09-05,12:34:17,YouTube,68,2,17,29,0,4,0,0,16,0,,-,0,0,0,N/A,https://www.facebook.com/groups/1655955358022417/permalink/2817355481882393,😡😡🖕🖕🖕 WTF???,https://m.youtube.com/watch?feature=share&v=sk4O-_uwn1Y,,,Chinese military in BC,What are they doing in Canada,,,,68,3.09
Free Face Society,,913041355863220,none,,,,5282,N/A,2020-09-14 11:45:06 EDT,2020-09-14,11:45:06,Photo,67,28,3,19,1,0,16,0,0,0,,-,0,0,0,N/A,https://www.facebook.com/groups/913041355863220/permalink/957630874737601,,https://www.facebook.com/photo.php?fbid=10217349419506934&set=p.10217349419506934&type=3,,,Kari,The new masks to avoid hearing media bullshit 😂 too good not to share!,,,,67,1.26
United Collective,,1125787174433241,none,,,,18524,N/A,2020-09-03 23:03:31 EDT,2020-09-03,23:03:31,Native Video,67,25,11,26,5,0,0,0,0,0,share,No,0,12144,0,00:19:21,https://www.facebook.com/groups/1125787174433241/permalink/1251052558573368,,https://www.facebook.com/avn.org.au/videos/2389457878025006/,,,Australian Vaccination-risks Network Inc. - AVN,Meryl Dorey - live,,,,67,1.72
#OpenCTNow,,607129126546690,none,,,,7221,N/A,2020-09-08 20:20:21 EDT,2020-09-08,20:20:21,Link,67,0,43,2,0,1,3,0,18,0,,-,0,0,0,N/A,https://www.facebook.com/groups/607129126546690/permalink/701223303803938,Extends all his EO until Nov 9 and maybe longer.,https://ctmirror.org/2020/09/08/lamont-issues-two-month-extension-of-executive-orders-including-immunity-for-nursing-homes-and-hospitals/,,,"Lamont issues two-month extension of executive orders, including immunity for nursing homes and hospitals",The extension will give the governor time to speak with lawmakers and industry officials about whether to prolong the orders.,,,,67,2.68
#OpenCTNow,,607129126546690,none,,,,7217,N/A,2020-09-01 15:10:42 EDT,2020-09-01,15:10:42,Link,67,2,32,5,0,0,0,0,28,0,,-,0,0,0,N/A,https://www.facebook.com/groups/607129126546690/permalink/696146670978268,And here he goes.... ,https://patch.com/connecticut/across-ct/flu-vaccine-mandate-considered-ct-students,,,Flu Vaccine Mandate Considered For CT Students,"Gov. Ned Lamont said his administration may follow Massachusetts, which recently instituted the mandate.",,,,67,2.68
